,,,,,,,,,bB&C-I,,,,,,,,,bB&C-I+E,,,,,,,,,bB&C-I+L,,,,,,,,,,bB&C-I+E+L,,,,,,,,,
id,|I|,K,r,R,theta,p_s,#C1,#CP,T,N,Gap(%),RGap(%),Obj,UB,#Cut,#MaxSM,#OA,T,N,Gap(%),RGap(%),Obj,UB,#Cut,#MaxSM,#EOA,T,N,Gap(%),RGap(%),Obj,UB,#Cut,#MaxSM,#OA,#LS,T,N,Gap(%),RGap(%),Obj,UB,#Cut,#MaxSM,#EOA,#LS
5-1-20-0.1-0.2,100,33,1,20,0.1,0.2,104,140,112.2,117745,0.0,2.9,44.219200,44.219,361,148,213,59.7,96352,0.0,2.9,44.219200,44.219,361,141,220,26.1,10632,0.0,1.8,44.219200,44.219,1268,142,176,950,15.0,4917,0.0,2.1,44.219200,44.219,1119,137,166,816
5-1-20-0.1-0.5,100,33,1,20,0.1,0.5,104,140,51.5,82314,0.0,2.6,56.025000,56.025,405,163,242,37.4,68134,0.0,2.0,56.025000,56.025,351,149,202,9.0,3205,0.0,2.3,56.025000,56.025,1114,165,161,788,14.0,10230,0.0,2.1,56.025000,56.025,788,157,185,446
5-1-20-0.2-0.1,100,33,1,20,0.2,0.1,104,140,117.6,287593,0.0,2.6,39.616800,39.617,362,149,213,54.3,88588,0.0,2.3,39.616800,39.617,357,143,214,21.1,7250,0.0,1.2,39.616800,39.617,1268,146,158,964,20.8,7262,0.0,1.4,39.616800,39.617,1028,141,167,720
5-1-20-0.2-0.2,100,33,1,20,0.2,0.2,104,140,47.8,75507,0.0,2.5,43.950400,43.950,358,149,209,60.4,106632,0.0,2.1,43.950400,43.950,345,138,207,4.7,7884,0.0,1.5,43.950400,43.950,989,139,154,696,10.8,3677,0.0,1.7,43.950400,43.950,1073,134,173,766
5-1-20-0.2-0.5,100,33,1,20,0.2,0.5,104,140,12.1,24580,0.0,2.1,55.800000,55.800,379,157,222,7.4,15577,0.0,1.7,55.800000,55.800,361,147,214,1.8,3504,0.0,1.8,55.800000,55.800,810,158,158,494,12.1,4172,0.0,1.7,55.800000,55.800,766,147,185,434
5-2-20-0.01-0.1,100,33,2,20,0.01,0.1,110,134,17.7,12291,0.0,3.5,42.380100,42.380,321,146,175,3.2,6134,0.0,3.1,42.380100,42.380,329,141,188,0.5,444,0.0,1.0,42.380100,42.380,729,138,139,452,3.5,565,0.0,1.1,42.380100,42.380,647,134,135,378
5-2-20-0.01-0.2,100,33,2,20,0.01,0.2,110,134,2.5,4307,0.0,2.2,46.542400,46.542,331,140,191,2.6,5500,0.0,1.8,46.542400,46.542,315,138,177,2.2,438,0.0,1.2,46.542400,46.542,683,135,124,424,2.3,1990,0.0,1.5,46.542400,46.542,843,133,142,568
5-2-20-0.01-0.5,100,33,2,20,0.01,0.5,110,134,19.4,3941,0.0,1.7,57.727500,57.727,338,150,188,1.8,3264,0.0,1.5,57.727500,57.727,363,152,211,2.6,287,0.0,1.5,57.727500,57.727,725,160,139,426,1.2,327,0.0,1.4,57.727500,57.727,613,150,155,308
5-2-20-0.1-0.1,100,33,2,20,0.1,0.1,110,134,3.2,6287,0.0,2.6,42.291000,42.291,313,146,167,3.9,7650,0.0,2.2,42.291000,42.291,319,139,180,5.0,766,0.0,0.7,42.291000,42.291,701,137,138,426,0.5,538,0.0,1.0,42.291000,42.291,674,133,137,404
5-2-20-0.1-0.2,100,33,2,20,0.1,0.2,110,134,7.2,3143,0.0,1.7,46.384000,46.384,319,145,174,3.0,5380,0.0,1.7,46.384000,46.384,311,135,176,1.1,770,0.0,1.0,46.384000,46.384,678,134,132,412,2.3,1815,0.0,1.3,46.384000,46.384,688,133,131,424
5-2-20-0.1-0.5,100,33,2,20,0.1,0.5,110,134,4.4,4133,0.0,1.5,57.525000,57.525,336,153,183,5.8,3394,0.0,1.3,57.525000,57.525,351,150,201,0.8,371,0.0,1.4,57.525000,57.525,696,160,146,390,0.3,283,0.0,1.2,57.525000,57.525,603,150,151,302
5-2-20-0.2-0.1,100,33,2,20,0.2,0.1,110,134,6.3,4893,0.0,1.8,42.192000,42.192,321,150,171,2.9,5220,0.0,1.8,42.192000,42.192,309,137,172,2.9,515,0.0,0.7,42.192000,42.192,670,135,133,402,0.4,505,0.0,0.8,42.192000,42.192,660,133,135,392
5-2-20-0.2-0.2,100,33,2,20,0.2,0.2,110,134,16.4,3406,0.0,1.3,46.208000,46.208,305,142,163,6.0,5246,0.0,1.3,46.208000,46.208,311,140,171,1.3,359,0.0,0.9,46.208000,46.208,610,134,126,350,3.5,397,0.0,1.1,46.208000,46.208,616,133,131,352
5-2-20-0.2-0.5,100,33,2,20,0.2,0.5,110,134,1.9,3813,0.0,1.3,57.300000,57.300,361,156,205,1.7,3323,0.0,1.1,57.300000,57.300,337,150,187,0.8,563,0.0,1.2,57.300000,57.300,704,154,154,396,9.3,1798,0.0,1.2,57.300000,57.300,683,149,166,368
6-1-20-0.01-0.1,200,5,1,20,0.01,0.1,220,506,0.1,0,0.0,0.0,13.989100,13.989,460,221,239,0.1,0,0.0,0.0,13.989100,13.989,460,221,239,0.1,0,0.0,0.0,13.989100,13.989,478,221,231,26,0.0,0,0.0,0.0,13.989100,13.989,478,221,231,26
6-1-20-0.01-0.2,200,5,1,20,0.01,0.2,220,506,0.1,0,0.0,0.0,17.358400,17.358,477,236,241,0.1,0,0.0,0.0,17.358400,17.358,463,222,241,0.1,0,0.0,0.0,17.358400,17.358,511,235,240,36,0.0,0,0.0,0.0,17.358400,17.358,511,222,241,48
6-1-20-0.01-0.5,200,5,1,20,0.01,0.5,220,506,0.1,0,0.0,0.0,28.247500,28.247,490,238,252,0.1,0,0.0,0.0,28.247500,28.247,481,230,251,0.1,0,0.0,0.0,28.247500,28.247,589,238,251,100,0.0,0,0.0,0.0,28.247500,28.247,558,230,250,78
6-1-20-0.1-0.1,200,5,1,20,0.1,0.1,220,506,0.1,0,0.0,0.0,13.981000,13.981,456,221,235,0.0,0,0.0,0.0,13.981000,13.981,452,221,231,0.1,0,0.0,0.0,13.981000,13.981,480,221,231,28,0.0,0,0.0,0.0,13.981000,13.981,478,221,231,26
6-1-20-0.1-0.2,200,5,1,20,0.1,0.2,220,506,0.1,0,0.0,0.0,17.344000,17.344,481,234,247,0.1,0,0.0,0.0,17.344000,17.344,475,228,247,0.1,0,0.0,0.0,17.344000,17.344,512,233,245,34,0.0,0,0.0,0.0,17.344000,17.344,505,228,247,30
6-1-20-0.1-0.5,200,5,1,20,0.1,0.5,220,506,0.2,0,0.0,0.0,28.225000,28.225,489,238,251,0.0,0,0.0,0.0,28.225000,28.225,480,230,250,0.1,0,0.0,0.0,28.225000,28.225,584,238,250,96,0.0,0,0.0,0.0,28.225000,28.225,557,230,249,78
6-1-20-0.2-0.1,200,5,1,20,0.2,0.1,220,506,0.1,0,0.0,0.0,13.972000,13.972,453,221,232,0.1,0,0.0,0.0,13.972000,13.972,453,221,232,0.1,0,0.0,0.0,13.972000,13.972,472,221,231,20,0.0,0,0.0,0.0,13.972000,13.972,470,221,231,18
6-1-20-0.2-0.2,200,5,1,20,0.2,0.2,220,506,0.1,0,0.0,0.0,17.328000,17.328,477,233,244,0.0,0,0.0,0.0,17.328000,17.328,472,228,244,0.2,0,0.0,0.0,17.328000,17.328,513,233,244,36,0.1,0,0.0,0.0,17.328000,17.328,504,228,244,32
6-1-20-0.2-0.5,200,5,1,20,0.2,0.5,220,506,0.1,0,0.0,0.0,28.200000,28.200,506,239,267,0.0,0,0.0,0.0,28.200000,28.200,506,239,267,0.1,0,0.0,0.0,28.200000,28.200,584,239,263,82,0.1,0,0.0,0.0,28.200000,28.200,584,239,263,82
6-2-20-0.01-0.1,200,5,2,20,0.01,0.1,238,488,0.1,0,0.0,0.0,16.089100,16.089,464,235,229,0.1,0,0.0,0.0,16.089100,16.089,463,235,228,0.2,0,0.0,0.0,16.089100,16.089,485,227,226,32,0.1,0,0.0,0.0,16.089100,16.089,519,235,226,58
6-2-20-0.01-0.2,200,5,2,20,0.01,0.2,238,488,0.1,0,0.0,0.0,19.158400,19.158,474,236,238,0.1,0,0.0,0.0,19.158400,19.158,471,236,235,0.0,0,0.0,0.0,19.158400,19.158,511,236,229,46,0.1,0,0.0,0.0,19.158400,19.158,510,236,228,46
6-2-20-0.01-0.5,200,5,2,20,0.01,0.5,238,488,0.1,0,0.0,0.0,29.247500,29.247,490,238,252,0.1,0,0.0,0.0,29.247500,29.247,490,238,252,0.3,0,0.0,0.0,29.247500,29.247,583,238,251,94,0.0,0,0.0,0.0,29.247500,29.247,575,238,251,86
6-2-20-0.1-0.1,200,5,2,20,0.1,0.1,238,488,0.1,0,0.0,0.0,16.081000,16.081,497,243,254,0.0,0,0.0,0.0,16.081000,16.081,470,235,235,0.1,0,0.0,0.0,16.081000,16.081,522,243,251,28,0.1,0,0.0,0.0,16.081000,16.081,500,235,231,34
6-2-20-0.1-0.2,200,5,2,20,0.1,0.2,238,488,0.1,0,0.0,0.0,19.144000,19.144,502,242,260,0.1,0,0.0,0.0,19.144000,19.144,494,242,252,0.1,0,0.0,0.0,19.144000,19.144,532,242,260,30,0.1,0,0.0,0.0,19.144000,19.144,524,242,252,30
6-2-20-0.1-0.5,200,5,2,20,0.1,0.5,238,488,1.8,0,0.0,0.0,29.225000,29.225,490,238,252,0.0,0,0.0,0.0,29.225000,29.225,490,238,252,0.1,0,0.0,0.0,29.225000,29.225,578,238,250,90,0.0,0,0.0,0.0,29.225000,29.225,573,238,251,84
6-2-20-0.2-0.1,200,5,2,20,0.2,0.1,238,488,0.0,0,0.0,0.0,16.072000,16.072,501,242,259,0.1,0,0.0,0.0,16.072000,16.072,501,242,259,0.1,0,0.0,0.0,16.072000,16.072,505,242,259,4,0.1,0,0.0,0.0,16.072000,16.072,505,242,259,4
6-2-20-0.2-0.2,200,5,2,20,0.2,0.2,238,488,0.1,0,0.0,0.0,19.128000,19.128,502,242,260,0.1,0,0.0,0.0,19.128000,19.128,494,242,252,0.1,0,0.0,0.0,19.128000,19.128,532,242,260,30,0.1,0,0.0,0.0,19.128000,19.128,524,242,252,30
6-2-20-0.2-0.5,200,5,2,20,0.2,0.5,238,488,0.1,0,0.0,0.0,29.200000,29.200,503,239,264,0.1,0,0.0,0.0,29.200000,29.200,503,239,264,0.1,0,0.0,0.0,29.200000,29.200,583,239,258,86,0.0,0,0.0,0.0,29.200000,29.200,578,239,259,80
7-1-20-0.01-0.1,200,10,1,20,0.01,0.1,212,672,2.8,1758,0.0,3.7,23.240271,23.240,625,259,366,2.1,1309,0.0,3.7,23.240271,23.240,614,249,365,0.4,27,0.0,1.0,23.240271,23.240,1147,255,271,621,0.2,33,0.0,0.8,23.240271,23.240,1207,245,279,683
7-1-20-0.01-0.2,200,10,1,20,0.01,0.2,212,672,5.9,411,0.0,3.4,29.753050,29.753,585,251,334,0.8,634,0.0,3.6,29.753050,29.753,627,251,376,0.8,70,0.0,1.9,29.753050,29.753,1381,261,305,815,0.3,32,0.0,1.7,29.753050,29.753,1211,249,324,638
7-1-20-0.01-0.5,200,10,1,20,0.01,0.5,212,672,0.4,245,0.0,1.1,48.955000,48.955,633,274,359,0.3,111,0.0,0.8,48.955000,48.955,612,267,345,0.4,22,0.0,0.5,48.955000,48.955,936,266,298,372,0.2,35,0.0,0.4,48.955000,48.955,883,260,283,340
7-1-20-0.1-0.1,200,10,1,20,0.1,0.1,212,672,2.3,2025,0.0,2.5,23.018428,23.018,592,263,329,11.6,2113,0.0,4.1,23.018428,23.018,610,256,354,0.4,7,0.0,0.4,23.018428,23.018,1037,252,251,534,0.1,10,0.0,0.3,23.018428,23.018,802,245,261,296
7-1-20-0.1-0.2,200,10,1,20,0.1,0.2,212,672,6.9,473,0.0,3.7,29.339136,29.339,604,260,344,1.3,1088,0.0,2.9,29.339136,29.339,666,276,390,0.3,27,0.0,1.7,29.339136,29.339,1285,260,284,741,0.3,39,0.0,1.6,29.339136,29.339,1184,258,280,646
7-1-20-0.1-0.5,200,10,1,20,0.1,0.5,212,672,0.3,110,0.0,0.9,48.550000,48.550,599,258,341,0.2,31,0.0,0.4,48.550000,48.550,598,256,342,0.4,7,0.0,0.2,48.550000,48.550,871,252,277,342,0.1,11,0.0,0.2,48.550000,48.550,811,244,301,266
7-1-20-0.2-0.1,200,10,1,20,0.2,0.1,212,672,2.7,1751,0.0,2.6,22.771936,22.772,636,266,370,7.4,1787,0.0,2.1,22.771936,22.772,601,260,341,0.2,0,0.0,0.0,22.771936,22.772,783,237,264,282,0.1,0,0.0,0.0,22.771936,22.772,704,236,253,215
7-1-20-0.2-0.2,200,10,1,20,0.2,0.2,212,672,0.5,294,0.0,2.5,28.920832,28.921,604,261,343,1.4,117,0.0,2.2,28.920832,28.921,563,244,319,3.2,22,0.0,0.9,28.920832,28.921,998,251,283,464,0.4,18,0.0,0.6,28.920832,28.921,967,249,290,428
7-1-20-0.2-0.5,200,10,1,20,0.2,0.5,212,672,0.2,63,0.0,0.8,48.100000,48.100,600,254,346,0.5,26,0.0,0.4,48.100000,48.100,569,257,312,0.3,14,0.0,0.2,48.100000,48.100,859,251,266,342,0.2,8,0.0,0.1,48.100000,48.100,815,250,273,292
7-2-20-0.01-0.1,200,10,2,20,0.01,0.1,220,664,1.1,912,0.0,3.1,25.585861,25.586,587,264,323,3.9,1912,0.0,3.2,25.585861,25.586,598,269,329,0.2,2,0.0,0.0,25.585861,25.586,975,245,254,476,1.0,4,0.0,0.0,25.585861,25.586,985,236,251,498
7-2-20-0.01-0.2,200,10,2,20,0.01,0.2,220,664,9.3,1663,0.0,4.2,31.277632,31.278,695,269,426,6.5,1819,0.0,2.9,31.277632,31.278,650,268,382,0.5,47,0.0,1.6,31.277632,31.278,1362,250,290,822,0.5,61,0.0,1.6,31.277632,31.278,1231,248,295,688
7-2-20-0.01-0.5,200,10,2,20,0.01,0.5,220,664,1.4,155,0.0,1.4,49.460000,49.460,643,269,374,0.2,110,0.0,1.0,49.460000,49.460,622,262,360,0.3,28,0.0,0.5,49.460000,49.460,1091,265,314,512,0.3,17,0.0,0.5,49.460000,49.460,960,271,315,374
7-2-20-0.1-0.1,200,10,2,20,0.1,0.1,220,664,4.9,510,0.0,3.7,25.405328,25.405,601,255,346,2.1,2291,0.0,3.0,25.405328,25.405,602,264,338,0.2,1,0.0,0.0,25.405328,25.405,803,240,253,310,0.1,0,0.0,0.0,25.405328,25.405,755,236,277,242
7-2-20-0.1-0.2,200,10,2,20,0.1,0.2,220,664,1.0,354,0.0,3.8,30.925120,30.925,626,262,364,0.7,544,0.0,3.5,30.925120,30.925,615,264,351,0.3,23,0.0,1.2,30.925120,30.925,1184,249,306,629,0.4,21,0.0,0.8,30.925120,30.925,1211,252,335,624
7-2-20-0.1-0.5,200,10,2,20,0.1,0.5,220,664,1.1,179,0.0,1.2,49.100000,49.100,627,269,358,0.2,60,0.0,0.6,49.100000,49.100,608,261,347,2.1,18,0.0,0.5,49.100000,49.100,918,252,294,372,1.1,18,0.0,0.6,49.100000,49.100,923,248,291,384
7-2-20-0.2-0.1,200,10,2,20,0.2,0.1,220,664,1.5,993,0.0,2.6,25.239760,25.240,593,261,332,1.3,1361,0.0,2.4,25.239760,25.240,585,263,322,0.1,0,0.0,0.0,25.239760,25.240,634,239,253,142,0.1,0,0.0,0.0,25.239760,25.240,644,239,265,140
7-2-20-0.2-0.2,200,10,2,20,0.2,0.2,220,664,1.3,1154,0.0,3.1,30.533440,30.533,684,274,410,0.6,379,0.0,2.4,30.533440,30.533,624,266,358,0.7,27,0.0,0.7,30.533440,30.533,1268,266,320,682,0.5,13,0.0,0.6,30.533440,30.533,1000,252,292,456
7-2-20-0.2-0.5,200,10,2,20,0.2,0.5,220,664,1.5,35,0.0,0.4,48.700000,48.700,592,257,335,0.2,39,0.0,0.4,48.700000,48.700,574,258,316,0.2,20,0.0,0.3,48.700000,48.700,859,252,279,328,0.2,27,0.0,0.3,48.700000,48.700,861,250,297,314
8-1-20-0.01-0.1,200,20,1,20,0.01,0.1,208,488,19.8,1724,0.0,1.5,34.526192,34.526,738,290,448,2.1,1207,0.0,1.7,34.526192,34.526,708,274,434,0.9,106,0.0,0.7,34.526192,34.526,1260,267,315,678,0.2,34,0.0,0.8,34.526192,34.526,1107,263,330,514
8-1-20-0.01-0.2,200,20,1,20,0.01,0.2,208,488,7.2,627,0.0,2.2,43.960909,43.961,747,312,435,1.8,1043,0.0,1.8,43.960909,43.961,737,289,448,0.5,62,0.0,0.4,43.960909,43.961,1401,318,337,746,0.2,31,0.0,0.3,43.960909,43.961,1142,278,352,512
8-1-20-0.01-0.5,200,20,1,20,0.01,0.5,208,488,1.5,130,0.0,0.5,69.460000,69.460,642,281,361,0.2,60,0.0,0.3,69.460000,69.460,622,281,341,0.2,0,0.0,0.0,69.460000,69.460,825,274,295,256,0.2,0,0.0,0.0,69.460000,69.460,915,277,296,342
8-1-20-0.1-0.1,200,20,1,20,0.1,0.1,208,488,2.5,1540,0.0,1.3,34.196538,34.197,765,287,478,8.2,1978,0.0,1.3,34.196538,34.197,737,277,460,0.6,34,0.0,0.6,34.196538,34.197,1128,266,316,546,0.2,25,0.0,0.3,34.196538,34.197,982,260,312,410
8-1-20-0.1-0.2,200,20,1,20,0.1,0.2,208,488,10.2,2327,0.0,1.1,43.473920,43.474,687,289,398,3.2,1042,0.0,1.7,43.473920,43.474,693,279,414,0.7,34,0.0,0.3,43.473920,43.474,1118,268,354,496,0.2,23,0.0,0.4,43.473920,43.474,889,253,296,340
8-1-20-0.1-0.5,200,20,1,20,0.1,0.5,208,488,0.2,94,0.0,0.5,69.100000,69.100,626,283,343,0.2,65,0.0,0.5,69.100000,69.100,600,275,325,1.9,0,0.0,0.0,69.100000,69.100,793,273,284,236,0.1,0,0.0,0.0,69.100000,69.100,800,271,291,238
8-1-20-0.2-0.1,200,20,1,20,0.2,0.1,208,488,2.0,1187,0.0,1.2,33.849456,33.849,742,293,449,7.0,2051,0.0,1.2,33.849456,33.849,731,289,442,0.6,50,0.0,0.5,33.849456,33.849,1109,281,338,490,0.5,41,0.0,0.5,33.849456,33.849,952,266,334,352
8-1-20-0.2-0.2,200,20,1,20,0.2,0.2,208,488,0.9,102,0.0,0.9,43.056640,43.057,584,263,321,4.8,1331,0.0,0.6,43.056640,43.057,612,272,340,0.3,16,0.0,0.1,43.056640,43.057,896,270,296,330,0.2,6,0.0,0.1,43.056640,43.057,789,258,303,228
8-1-20-0.2-0.5,200,20,1,20,0.2,0.5,208,488,0.2,8,0.0,0.2,68.700000,68.700,604,280,324,0.2,26,0.0,0.3,68.700000,68.700,580,269,311,0.1,0,0.0,0.0,68.700000,68.700,813,273,288,252,0.1,0,0.0,0.0,68.700000,68.700,783,269,284,230
8-2-20-0.01-0.1,200,20,2,20,0.01,0.1,222,474,14.8,2153,0.0,1.4,39.437034,39.437,681,277,404,2.6,1027,0.0,1.2,39.437034,39.437,639,271,368,0.4,35,0.0,0.5,39.437034,39.437,1020,254,300,466,0.5,30,0.0,0.6,39.437034,39.437,862,252,298,312
8-2-20-0.01-0.2,200,20,2,20,0.01,0.2,222,474,7.6,1625,0.0,1.6,47.256704,47.257,769,302,467,2.4,1488,0.0,1.5,47.256704,47.257,715,282,433,0.7,105,0.0,0.3,47.256704,47.257,1148,274,328,546,0.3,14,0.0,0.2,47.256704,47.257,974,262,308,404
8-2-20-0.01-0.5,200,20,2,20,0.01,0.5,222,474,0.7,50,0.0,0.3,71.212500,71.213,592,270,322,0.1,12,0.0,0.2,71.212500,71.213,584,267,317,0.1,1,0.0,0.0,71.212500,71.213,839,269,290,280,0.1,0,0.0,0.0,71.212500,71.213,794,266,282,246
8-2-20-0.1-0.1,200,20,2,20,0.1,0.1,222,474,6.2,1538,0.0,1.1,39.260940,39.261,680,277,403,4.1,1024,0.0,0.9,39.260940,39.261,675,275,400,0.5,44,0.0,0.4,39.260940,39.261,872,257,289,326,0.2,24,0.0,0.4,39.260940,39.261,853,253,298,302
8-2-20-0.1-0.2,200,20,2,20,0.1,0.2,222,474,2.1,998,0.0,1.2,46.988800,46.989,709,302,407,1.6,994,0.0,1.0,46.988800,46.989,695,291,404,0.5,11,0.0,0.1,46.988800,46.989,909,270,305,334,0.2,15,0.0,0.1,46.988800,46.989,892,260,302,330
8-2-20-0.1-0.5,200,20,2,20,0.1,0.5,222,474,0.7,27,0.0,0.2,70.875000,70.875,587,276,311,0.1,9,0.0,0.1,70.875000,70.875,580,266,314,0.1,0,0.0,0.0,70.875000,70.875,783,272,285,226,0.1,0,0.0,0.0,70.875000,70.875,797,274,285,238
8-2-20-0.2-0.1,200,20,2,20,0.2,0.1,222,474,4.0,832,0.0,0.7,39.065280,39.065,619,273,346,6.2,1864,0.0,0.7,39.065280,39.065,621,272,349,0.4,34,0.0,0.3,39.065280,39.065,948,257,293,398,0.2,17,0.0,0.2,39.065280,39.065,892,257,305,330
8-2-20-0.2-0.2,200,20,2,20,0.2,0.2,222,474,2.5,1486,0.0,1.0,46.745600,46.746,676,297,379,1.8,1486,0.0,1.1,46.745600,46.746,651,290,361,0.2,2,0.0,0.0,46.745600,46.746,778,274,288,216,0.1,0,0.0,0.0,46.745600,46.746,692,270,282,140
8-2-20-0.2-0.5,200,20,2,20,0.2,0.5,222,474,0.1,14,0.0,0.1,70.500000,70.500,588,279,309,0.1,15,0.0,0.3,70.500000,70.500,588,273,315,0.5,0,0.0,0.0,70.500000,70.500,790,279,281,230,0.1,0,0.0,0.0,70.500000,70.500,815,273,290,252
9-1-20-0.01-0.1,200,40,1,20,0.01,0.1,214,590,229.8,94921,0.0,3.3,62.692925,62.693,953,337,616,33.0,23804,0.0,3.5,62.692925,62.693,925,316,609,22.3,3916,0.0,1.6,62.692925,62.693,3984,309,389,3286,7.0,849,0.0,1.6,62.692925,62.693,2603,283,354,1966
9-1-20-0.01-0.2,200,40,1,20,0.01,0.2,214,590,107.9,48269,0.0,3.6,76.501504,76.502,975,349,626,36.4,22305,0.0,2.8,76.501504,76.502,975,325,650,20.4,2676,0.0,1.8,76.501504,76.502,3483,317,378,2788,5.9,796,0.0,1.5,76.501504,76.502,2595,289,404,1902
9-1-20-0.01-0.5,200,40,1,20,0.01,0.5,214,590,15.3,4167,0.0,1.4,110.983750,110.984,914,338,576,3.9,2430,0.0,1.1,110.983750,110.984,806,309,497,7.2,628,0.0,0.9,110.983750,110.984,2063,291,348,1424,6.5,1167,0.0,0.5,110.983750,110.984,1589,290,369,930
9-1-20-0.1-0.1,200,40,1,20,0.1,0.1,214,590,104.5,69050,0.0,2.9,62.111750,62.112,903,319,584,38.1,23666,0.0,2.9,62.111750,62.112,905,317,588,14.8,1625,0.0,1.3,62.111750,62.112,2688,291,357,2040,8.5,990,0.0,1.2,62.111750,62.112,2577,290,381,1906
9-1-20-0.1-0.2,200,40,1,20,0.1,0.2,214,590,43.9,26703,0.0,2.7,75.544320,75.544,908,337,571,44.7,18867,0.0,2.0,75.544320,75.544,938,327,611,15.7,1902,0.0,1.5,75.544320,75.544,2898,298,346,2254,6.2,866,0.0,1.2,75.544320,75.544,2395,285,388,1722
9-1-20-0.1-0.5,200,40,1,20,0.1,0.5,214,590,13.1,3874,0.0,1.0,109.756250,109.756,901,337,564,9.4,2113,0.0,1.0,109.756250,109.756,764,286,478,1.4,377,0.0,0.6,109.756250,109.756,2032,307,367,1358,5.3,747,0.0,0.5,109.756250,109.756,1825,294,355,1176
9-1-20-0.2-0.1,200,40,1,20,0.2,0.1,214,590,30.8,24313,0.0,2.7,61.468008,61.468,885,318,567,25.9,17653,0.0,2.4,61.468008,61.468,909,307,602,6.2,2860,0.0,0.9,61.468008,61.468,2693,293,376,2024,29.3,7233,0.0,1.0,61.468008,61.468,3245,291,422,2532
9-1-20-0.2-0.2,200,40,1,20,0.2,0.2,214,590,41.3,26128,0.0,2.1,74.499520,74.500,848,312,536,34.3,18838,0.0,1.8,74.499520,74.500,895,300,595,4.0,1374,0.0,1.2,74.499520,74.500,2565,283,362,1920,7.0,819,0.0,1.0,74.499520,74.500,2281,273,372,1636
9-1-20-0.2-0.5,200,40,1,20,0.2,0.5,214,590,3.2,1711,0.0,0.9,108.450000,108.450,864,332,532,12.0,1734,0.0,0.7,108.450000,108.450,822,305,517,4.8,310,0.0,0.6,108.450000,108.450,1920,320,356,1244,2.7,359,0.0,0.4,108.450000,108.450,1729,307,370,1052
9-2-20-0.01-0.1,200,40,2,20,0.01,0.1,228,576,18.1,4129,0.0,2.6,68.074304,68.074,892,346,546,5.6,3281,0.0,2.7,68.074304,68.074,856,291,565,1.1,261,0.0,0.7,68.074304,68.074,2039,278,319,1442,1.3,161,0.0,0.6,68.074304,68.074,1737,268,323,1146
9-2-20-0.01-0.2,200,40,2,20,0.01,0.2,228,576,52.9,13145,0.0,2.8,80.628800,80.629,947,367,580,7.5,4683,0.0,2.1,80.628800,80.629,932,336,596,5.5,423,0.0,0.9,80.628800,80.629,2351,288,321,1742,1.2,327,0.0,0.7,80.628800,80.629,2025,276,331,1418
9-2-20-0.01-0.5,200,40,2,20,0.01,0.5,228,576,10.2,4450,0.0,1.6,112.013750,112.014,962,355,607,3.5,1934,0.0,1.4,112.013750,112.014,812,289,523,2.2,729,0.0,0.8,112.013750,112.014,2189,308,325,1556,3.2,284,0.0,0.5,112.013750,112.014,1681,283,336,1062
9-2-20-0.1-0.1,200,40,2,20,0.1,0.1,228,576,11.5,2860,0.0,2.2,67.576640,67.577,862,320,542,3.9,1886,0.0,2.2,67.576640,67.577,853,304,549,6.8,126,0.0,0.6,67.576640,67.577,1811,273,322,1216,0.5,108,0.0,0.5,67.576640,67.577,1636,274,350,1012
9-2-20-0.1-0.2,200,40,2,20,0.1,0.2,228,576,11.4,2023,0.0,2.1,79.808000,79.808,894,347,547,2.9,1067,0.0,1.7,79.808000,79.808,864,311,553,2.4,164,0.0,0.6,79.808000,79.808,1949,286,321,1342,0.9,185,0.0,0.5,79.808000,79.808,1863,284,333,1246
9-2-20-0.1-0.5,200,40,2,20,0.1,0.5,228,576,9.9,2359,0.0,1.1,111.012500,111.013,919,349,570,2.7,1410,0.0,0.9,111.012500,111.013,812,298,514,3.3,273,0.0,0.6,111.012500,111.013,2078,315,331,1432,0.5,102,0.0,0.4,111.012500,111.013,1540,284,342,914
9-2-20-0.2-0.1,200,40,2,20,0.2,0.1,228,576,4.6,2823,0.0,1.9,67.023680,67.024,851,315,536,18.0,1532,0.0,1.9,67.023680,67.024,805,303,502,1.5,123,0.0,0.5,67.023680,67.024,1698,284,318,1096,1.4,92,0.0,0.5,67.023680,67.024,1618,267,339,1012
9-2-20-0.2-0.2,200,40,2,20,0.2,0.2,228,576,4.5,2211,0.0,1.4,78.896000,78.896,871,333,538,3.0,1185,0.0,1.2,78.896000,78.896,853,318,535,1.0,80,0.0,0.4,78.896000,78.896,1803,285,312,1206,0.9,71,0.0,0.3,78.896000,78.896,1533,277,332,924
9-2-20-0.2-0.5,200,40,2,20,0.2,0.5,228,576,2.8,1550,0.0,1.0,109.900000,109.900,860,325,535,2.2,1299,0.0,0.7,109.900000,109.900,780,288,492,2.0,148,0.0,0.5,109.900000,109.900,1990,309,313,1368,0.7,153,0.0,0.4,109.900000,109.900,1554,282,350,922
10-1-20-0.01-0.1,200,67,1,20,0.01,0.1,214,1014,TL,1122209,2.2,7.2,99.703848,101.936,1173,310,863,TL,1381765,1.7,7.0,99.888783,101.605,1257,302,955,TL,1041072,1.8,3.9,100.096878,101.859,16973,359,576,16038,TL,1759018,1.9,4.0,99.930648,101.813,15308,339,645,14324
