,,,,,,,,,bB&C-I,,,,,,,,,bB&C-I+E,,,,,,,,,bB&C-I+L,,,,,,,,,,bB&C-I+E+L,,,,,,,,,
id,|I|,K,r,R,theta,low p_i (%),#C1,#CP,T,N,Gap(%),RGap(%),Obj,UB,#Cut,#MaxSM,#OA,T,N,Gap(%),RGap(%),Obj,UB,#Cut,#MaxSM,#EOA,T,N,Gap(%),RGap(%),Obj,UB,#Cut,#MaxSM,#OA,#LS,T,N,Gap(%),RGap(%),Obj,UB,#Cut,#MaxSM,#EOA,#LS
19-2-20-0.1-90,400,80,2,20,0.1,90,526,5222,46.0,10208,0.0,1.2,225.772477,225.772,3051,1036,2015,73.3,16831,0.0,1.1,225.772477,225.772,3131,977,2154,26.5,2629,0.0,0.6,225.772477,225.772,5765,809,1408,3548,26.1,2805,0.0,0.6,225.772477,225.772,5404,813,1291,3300
19-2-20-0.2-10,400,80,2,20,0.2,10,526,5222,TL,364406,0.2,1.5,282.596176,283.068,4159,1587,2572,TL,349603,0.1,1.3,282.655405,282.983,3875,1357,2518,212.2,6391,0.0,0.5,282.685220,282.685,12443,1804,1671,8968,144.4,3596,0.0,0.5,282.685220,282.685,10711,1446,1797,7468
19-2-20-0.2-50,400,80,2,20,0.2,50,526,5222,182.5,31839,0.0,1.4,269.062240,269.062,3510,1294,2216,55.7,8733,0.0,1.2,269.062240,269.062,3010,1180,1830,40.0,2328,0.0,0.2,269.062240,269.062,5089,1020,987,3082,43.6,3157,0.0,0.2,269.062240,269.062,4964,1018,1036,2910
19-2-20-0.2-90,400,80,2,20,0.2,90,526,5222,589.0,174221,0.0,1.6,219.019032,219.019,2575,845,1730,542.5,176395,0.0,1.4,219.019032,219.019,2305,772,1533,54.2,6634,0.0,0.8,219.019032,219.019,5543,808,1225,3510,57.1,8257,0.0,0.7,219.019032,219.019,5378,777,1293,3308
20-1-20-0.01-10,400,133,1,20,0.01,10,456,4474,TL,254494,1.0,2.2,341.638647,345.036,5257,2091,3166,TL,318279,0.5,1.3,343.010839,344.597,4678,1620,3058,TL,236026,0.7,1.4,342.001975,344.582,18311,2475,2908,12928,TL,102991,0.3,0.8,343.115556,344.177,11984,1766,2330,7888
20-1-20-0.01-50,400,133,1,20,0.01,50,456,4474,TL,415255,0.4,1.8,321.917493,323.351,3821,1388,2433,TL,478251,0.1,1.2,322.325634,322.609,3932,1231,2701,2473.7,534066,0.0,0.6,322.337282,322.337,8632,1434,1902,5296,405.1,42477,0.0,0.5,322.337282,322.337,7135,1254,1743,4138
20-1-20-0.01-90,400,133,1,20,0.01,90,456,4474,769.4,249373,0.0,1.3,249.976077,249.976,2470,818,1652,105.5,31928,0.0,1.2,249.975998,249.976,2153,715,1438,23.2,1698,0.0,0.4,249.976077,249.976,5388,696,1046,3646,19.0,1141,0.0,0.4,249.976077,249.976,4807,681,1076,3050
20-1-20-0.1-10,400,133,1,20,0.1,10,456,4474,TL,269623,0.9,2.2,333.166780,336.264,4924,1761,3163,TL,356550,0.5,1.5,334.283547,336.008,4171,1378,2793,TL,232271,0.8,1.3,333.166780,335.842,16128,2038,2474,11616,TL,106342,0.2,0.8,334.739562,335.499,11678,1611,2215,7852
20-1-20-0.1-50,400,133,1,20,0.1,50,456,4474,TL,488917,0.2,1.5,314.276517,314.783,3909,1234,2675,TL,525917,0.1,1.3,314.362483,314.599,3484,1074,2410,808.1,101878,0.0,0.5,314.369101,314.369,7806,1253,1701,4852,305.9,31530,0.0,0.5,314.369101,314.369,6381,1129,1618,3634
20-1-20-0.1-90,400,133,1,20,0.1,90,456,4474,52.8,13119,0.0,1.2,244.900462,244.900,2199,739,1460,40.3,8873,0.0,1.1,244.900462,244.900,2118,700,1418,26.8,1898,0.0,0.4,244.900462,244.900,5020,730,994,3296,35.5,5108,0.0,0.4,244.900462,244.900,4579,673,968,2938
20-1-20-0.2-10,400,133,1,20,0.2,10,456,4474,TL,311492,0.5,1.9,325.189429,326.946,4338,1546,2792,TL,339464,0.4,1.4,325.603074,326.911,3964,1262,2702,TL,246318,0.5,1.0,324.875609,326.602,14332,1886,2336,10110,TL,315449,0.3,0.7,325.636366,326.644,12190,1555,2299,8336
20-1-20-0.2-50,400,133,1,20,0.2,50,456,4474,1237.0,214068,0.0,1.2,306.305954,306.306,4039,1387,2652,563.0,91542,0.0,1.1,306.305954,306.306,3432,1210,2222,78.6,5040,0.0,0.3,306.305954,306.306,7306,1227,1561,4518,75.4,4764,0.0,0.4,306.305954,306.306,6465,1051,1464,3950
20-1-20-0.2-90,400,133,1,20,0.2,90,456,4474,40.0,9781,0.0,1.0,239.705290,239.705,2344,819,1525,58.2,12796,0.0,1.0,239.705290,239.705,2603,821,1782,12.3,776,0.0,0.3,239.705290,239.705,4435,670,935,2830,15.2,942,0.0,0.3,239.705290,239.705,4128,648,846,2634
20-2-20-0.01-10,400,133,2,20,0.01,10,526,4404,TL,258050,1.2,2.7,343.476671,347.744,5223,2104,3119,TL,290512,0.7,1.7,344.815992,347.140,4711,1643,3068,TL,201687,0.9,1.6,344.022226,347.174,18525,2438,2403,13684,TL,124910,0.4,1.0,345.064869,346.624,13400,1939,2617,8844
20-2-20-0.01-50,400,133,2,20,0.01,50,526,4404,TL,384740,0.5,2.2,326.232743,327.885,4304,1727,2577,TL,476077,0.2,1.6,326.377680,327.136,3909,1297,2612,TL,331753,0.1,0.8,326.429802,326.855,9392,1707,1807,5878,673.4,61073,0.0,0.6,326.568005,326.568,7903,1462,1769,4672
20-2-20-0.01-90,400,133,2,20,0.01,90,526,4404,1694.1,544377,0.0,1.8,263.284026,263.284,3353,1362,1991,26.1,5032,0.0,1.5,263.284026,263.284,2768,1034,1734,37.4,3949,0.0,0.6,263.284026,263.284,7297,793,1138,5366,23.4,1554,0.0,0.5,263.284026,263.284,6267,723,1086,4458
20-2-20-0.1-10,400,133,2,20,0.1,10,526,4404,TL,278115,1.1,2.6,335.740543,339.572,4856,1797,3059,TL,258871,0.6,1.8,337.148615,339.320,3791,1393,2398,TL,243404,0.9,1.5,336.099378,339.042,19281,2408,2687,14186,TL,93014,0.4,0.9,337.360548,338.613,13576,1755,2199,9622
20-2-20-0.1-50,400,133,2,20,0.1,50,526,4404,TL,452277,0.5,2.1,318.700625,320.213,4144,1368,2776,TL,453302,0.2,1.7,319.106788,319.706,3623,1117,2506,TL,564768,0.1,0.7,319.126415,319.424,9737,1636,2141,5960,1115.6,92828,0.0,0.6,319.148331,319.148,7588,1300,1724,4564
20-2-20-0.1-90,400,133,2,20,0.1,90,526,4404,117.1,30357,0.0,1.6,258.999080,258.999,2475,798,1677,1492.6,516049,0.0,1.5,258.999080,258.999,2181,734,1447,23.6,2071,0.0,0.4,258.999080,258.999,5643,730,943,3970,30.2,4471,0.0,0.3,258.999080,258.999,5053,734,945,3374
20-2-20-0.2-10,400,133,2,20,0.2,10,526,4404,TL,344912,0.9,2.5,328.000784,330.991,4581,1709,2872,TL,333826,0.6,1.8,329.062733,330.984,4184,1368,2816,TL,113982,0.9,1.3,327.777271,330.583,16695,2004,2339,12352,TL,159412,0.3,0.8,329.343424,330.440,13338,1634,2290,9414
20-2-20-0.2-50,400,133,2,20,0.2,50,526,4404,3501.5,559408,0.0,1.6,311.892673,311.893,3723,1305,2418,2896.4,378204,0.0,1.5,311.892673,311.893,3033,1100,1933,250.8,17374,0.0,0.5,311.892673,311.893,8406,1370,1664,5372,86.7,6252,0.0,0.4,311.892673,311.893,6946,1274,1524,4148
20-2-20-0.2-90,400,133,2,20,0.2,90,526,4404,21.0,4105,0.0,1.5,254.487475,254.487,2070,746,1324,51.5,12199,0.0,1.4,254.487475,254.487,2117,744,1373,16.7,1146,0.0,0.3,254.487475,254.487,5249,751,788,3710,TL,1196798,0.0,0.2,254.487475,254.488,4352,682,874,2796
21-1-20-0.01-10,500,5,1,20,0.01,10,592,13426,1.1,38,0.0,0.5,150.454705,150.455,2632,1064,1568,1.0,33,0.0,0.5,150.454705,150.455,2492,976,1516,1.1,13,0.0,0.3,150.454705,150.455,2765,886,1124,755,1.3,15,0.0,0.3,150.454705,150.455,2865,908,1144,813
21-1-20-0.01-50,500,5,1,20,0.01,50,592,13426,1.5,61,0.0,0.9,132.819569,132.820,3474,1228,2246,1.7,59,0.0,0.9,132.819569,132.820,3003,1067,1936,1.9,29,0.0,0.8,132.819569,132.820,3520,1054,1523,943,1.6,23,0.0,0.8,132.819569,132.820,2896,990,1079,827
21-1-20-0.01-90,500,5,1,20,0.01,90,592,13426,0.7,16,0.0,0.4,105.739752,105.740,2061,742,1319,0.8,11,0.0,0.2,105.739752,105.740,2010,772,1238,0.7,11,0.0,0.1,105.739752,105.740,2033,704,825,504,1.0,7,0.0,0.1,105.739752,105.740,2071,719,828,524
21-1-20-0.1-10,500,5,1,20,0.1,10,592,13426,0.9,27,0.0,0.5,147.355527,147.356,2158,914,1244,1.0,26,0.0,0.4,147.355527,147.356,2399,938,1461,1.0,13,0.0,0.2,147.355527,147.356,2770,892,856,1022,1.1,20,0.0,0.2,147.355527,147.356,2586,944,895,747
21-1-20-0.1-50,500,5,1,20,0.1,50,592,13426,1.8,94,0.0,1.2,129.718612,129.719,2832,1202,1630,1.7,87,0.0,1.3,129.718612,129.719,2932,1202,1730,1.7,25,0.0,1.0,129.718612,129.719,3785,1057,1259,1469,1.9,25,0.0,0.9,129.718612,129.719,3925,1046,1442,1437
21-1-20-0.1-90,500,5,1,20,0.1,90,592,13426,0.6,7,0.0,0.1,103.622278,103.622,1720,705,1015,0.8,7,0.0,0.1,103.622278,103.622,1644,702,942,0.5,0,0.0,0.0,103.622278,103.622,2176,703,781,692,0.7,0,0.0,0.0,103.622278,103.622,2142,703,787,652
21-1-20-0.2-10,500,5,1,20,0.2,10,592,13426,1.0,25,0.0,0.4,143.994455,143.994,2318,1056,1262,1.0,27,0.0,0.5,143.994455,143.994,2304,996,1308,1.0,9,0.0,0.2,143.994455,143.994,2464,931,896,637,0.9,7,0.0,0.2,143.994455,143.994,2427,902,866,659
21-1-20-0.2-50,500,5,1,20,0.2,50,592,13426,1.3,67,0.0,1.2,126.901070,126.901,2581,1108,1473,1.6,64,0.0,1.0,126.901070,126.901,2888,1149,1739,1.5,25,0.0,0.7,126.901070,126.901,3167,980,1100,1087,1.7,27,0.0,0.8,126.901070,126.901,3603,1028,1112,1463
21-1-20-0.2-90,500,5,1,20,0.2,90,592,13426,0.5,7,0.0,0.1,101.689011,101.689,1528,712,816,0.6,7,0.0,0.0,101.689011,101.689,1446,666,780,0.5,0,0.0,0.0,101.689011,101.689,2123,702,723,698,0.7,0,0.0,0.0,101.689011,101.689,2199,702,723,774
21-2-20-0.01-10,500,5,2,20,0.01,10,724,13294,1.2,46,0.0,0.7,151.305255,151.305,2513,1031,1482,1.1,48,0.0,0.9,151.305255,151.305,2422,969,1453,1.1,18,0.0,0.4,151.305255,151.305,2754,863,1092,799,1.3,23,0.0,0.4,151.305255,151.305,2822,893,1129,800
21-2-20-0.01-50,500,5,2,20,0.01,50,724,13294,1.6,107,0.0,1.6,134.232301,134.232,2582,1087,1495,1.7,86,0.0,1.2,134.232301,134.232,2952,1120,1832,1.4,27,0.0,1.1,134.232301,134.232,3536,1062,1005,1469,1.9,40,0.0,1.0,134.232301,134.232,3296,1002,1133,1161
21-2-20-0.01-90,500,5,2,20,0.01,90,724,13294,0.8,21,0.0,0.6,106.527127,106.527,1830,668,1162,0.7,23,0.0,0.6,106.527127,106.527,1713,666,1047,0.9,9,0.0,0.2,106.527127,106.527,2065,670,826,569,0.9,9,0.0,0.2,106.527127,106.527,2048,660,808,580
21-2-20-0.1-10,500,5,2,20,0.1,10,724,13294,1.3,44,0.0,0.8,148.394991,148.395,2583,1097,1486,1.2,40,0.0,0.8,148.394991,148.395,2552,997,1555,1.5,19,0.0,0.3,148.394991,148.395,3375,951,1246,1178,1.4,23,0.0,0.3,148.394991,148.395,2997,912,1145,940
21-2-20-0.1-50,500,5,2,20,0.1,50,724,13294,1.6,68,0.0,1.3,131.826496,131.826,2997,1136,1861,1.7,74,0.0,1.3,131.826496,131.826,2729,1093,1636,1.5,39,0.0,0.9,131.826496,131.826,3108,1028,1025,1055,1.8,29,0.0,0.8,131.826496,131.826,3350,986,1144,1220
21-2-20-0.1-90,500,5,2,20,0.1,90,724,13294,0.6,5,0.0,0.2,104.876471,104.876,1722,720,1002,0.7,5,0.0,0.1,104.876471,104.876,1734,704,1030,0.3,0,0.0,0.0,104.876471,104.876,1821,609,690,522,0.4,0,0.0,0.0,104.876471,104.876,1844,637,690,517
21-2-20-0.2-10,500,5,2,20,0.2,10,724,13294,1.0,31,0.0,0.7,145.696559,145.697,2447,1104,1343,0.9,19,0.0,0.4,145.696559,145.697,2482,1040,1442,1.2,11,0.0,0.1,145.696559,145.697,2887,949,1062,876,1.3,12,0.0,0.1,145.696559,145.697,2898,945,1054,899
21-2-20-0.2-50,500,5,2,20,0.2,50,724,13294,1.6,88,0.0,1.7,129.153380,129.153,2662,1148,1514,1.6,84,0.0,1.5,129.153380,129.153,2778,1130,1648,1.8,25,0.0,0.9,129.153380,129.153,3472,1037,1103,1332,1.7,27,0.0,0.9,129.153380,129.153,3532,1046,1210,1276
21-2-20-0.2-90,500,5,2,20,0.2,90,724,13294,0.4,3,0.0,0.0,103.042409,103.042,1552,685,867,0.6,7,0.0,0.1,103.042409,103.042,1532,685,847,0.3,0,0.0,0.0,103.042409,103.042,1952,687,726,539,0.4,0,0.0,0.0,103.042409,103.042,1908,687,726,495
22-1-20-0.01-10,500,10,1,20,0.01,10,576,10474,5.2,437,0.0,1.3,183.466736,183.467,3396,1375,2021,5.3,435,0.0,1.3,183.466736,183.467,3400,1316,2084,2.4,59,0.0,0.7,183.466736,183.467,4436,1180,1677,1579,2.6,41,0.0,0.6,183.466736,183.467,4430,1205,1476,1749
22-1-20-0.01-50,500,10,1,20,0.01,50,576,10474,1.1,38,0.0,0.3,171.409681,171.410,2271,867,1404,1.0,37,0.0,0.4,171.409681,171.410,2099,810,1289,1.2,13,0.0,0.1,171.409681,171.410,2941,825,976,1140,1.4,9,0.0,0.1,171.409681,171.410,2999,848,960,1191
22-1-20-0.01-90,500,10,1,20,0.01,90,576,10474,0.5,35,0.0,0.3,143.375799,143.376,1665,664,1001,0.5,31,0.0,0.3,143.375799,143.376,1624,641,983,0.6,1,0.0,0.0,143.375799,143.376,2076,679,773,624,0.6,0,0.0,0.0,143.375799,143.376,2209,681,754,774
22-1-20-0.1-10,500,10,1,20,0.1,10,576,10474,4.0,321,0.0,1.2,179.497361,179.497,3036,1251,1785,3.9,316,0.0,1.3,179.497361,179.497,2976,1174,1802,2.2,51,0.0,0.7,179.497361,179.497,3995,1147,1316,1532,2.3,57,0.0,0.6,179.497361,179.497,4066,1128,1375,1563
22-1-20-0.1-50,500,10,1,20,0.1,50,576,10474,0.9,31,0.0,0.2,167.830607,167.831,2114,858,1256,0.9,20,0.0,0.2,167.830607,167.831,1997,802,1195,0.8,0,0.0,0.0,167.830607,167.831,2639,804,916,919,0.8,0,0.0,0.0,167.830607,167.831,2487,771,888,828
22-1-20-0.1-90,500,10,1,20,0.1,90,576,10474,0.5,11,0.0,0.1,139.622391,139.622,1655,660,995,0.6,7,0.0,0.1,139.622391,139.622,1732,693,1039,0.3,0,0.0,0.0,139.622391,139.622,1790,609,733,448,0.4,0,0.0,0.0,139.622391,139.622,1814,612,784,418
22-1-20-0.2-10,500,10,1,20,0.2,10,576,10474,4.4,387,0.0,1.4,175.207660,175.208,2928,1248,1680,3.9,317,0.0,1.2,175.207660,175.208,3355,1337,2018,2.0,49,0.0,0.6,175.207660,175.208,3886,1160,1494,1232,2.5,55,0.0,0.7,175.207660,175.208,3997,1120,1547,1330
22-1-20-0.2-50,500,10,1,20,0.2,50,576,10474,0.8,29,0.0,0.2,163.853857,163.854,2146,881,1265,1.0,14,0.0,0.2,163.853857,163.854,2129,880,1249,0.6,0,0.0,0.0,163.853857,163.854,2462,848,864,750,0.8,0,0.0,0.0,163.853857,163.854,2580,874,882,824
22-1-20-0.2-90,500,10,1,20,0.2,90,576,10474,0.3,7,0.0,0.2,135.451938,135.452,1576,619,957,0.4,3,0.0,0.0,135.451938,135.452,1529,623,906,0.3,0,0.0,0.0,135.451938,135.452,1723,615,732,376,0.4,0,0.0,0.0,135.451938,135.452,1705,615,734,356
22-2-20-0.01-10,500,10,2,20,0.01,10,660,10390,7.1,652,0.0,1.6,184.619499,184.619,3395,1536,1859,5.3,484,0.0,1.4,184.619499,184.619,3386,1424,1962,3.3,63,0.0,0.6,184.619499,184.619,4965,1383,1730,1852,2.8,62,0.0,0.6,184.619499,184.619,4498,1222,1436,1840
22-2-20-0.01-50,500,10,2,20,0.01,50,660,10390,1.4,90,0.0,0.5,171.784961,171.785,2402,977,1425,1.5,91,0.0,0.6,171.784961,171.785,2335,984,1351,1.2,15,0.0,0.2,171.784961,171.785,3459,969,1008,1482,1.5,19,0.0,0.2,171.784961,171.785,3040,886,947,1207
22-2-20-0.01-90,500,10,2,20,0.01,90,660,10390,0.4,24,0.0,0.2,144.548859,144.549,1627,632,995,0.5,15,0.0,0.2,144.548859,144.549,1597,690,907,0.4,0,0.0,0.0,144.548859,144.549,2060,665,743,652,0.6,0,0.0,0.0,144.548859,144.549,1978,629,743,606
22-2-20-0.1-10,500,10,2,20,0.1,10,660,10390,7.8,637,0.0,1.6,180.832451,180.832,3458,1448,2010,5.0,415,0.0,1.2,180.832451,180.832,3577,1391,2186,2.7,66,0.0,0.7,180.832451,180.832,4210,1251,1347,1612,2.6,48,0.0,0.7,180.832451,180.832,3980,1174,1396,1410
22-2-20-0.1-50,500,10,2,20,0.1,50,660,10390,1.0,37,0.0,0.3,168.314657,168.315,2106,894,1212,1.0,43,0.0,0.4,168.314657,168.315,2144,947,1197,1.3,14,0.0,0.0,168.314657,168.315,2940,915,998,1027,1.1,6,0.0,0.0,168.314657,168.315,2754,911,948,895
22-2-20-0.1-90,500,10,2,20,0.1,90,660,10390,0.3,0,0.0,0.0,140.895859,140.896,1531,683,848,0.5,5,0.0,0.1,140.895859,140.896,1452,648,804,0.3,0,0.0,0.0,140.895859,140.896,1788,645,747,396,0.4,0,0.0,0.0,140.895859,140.896,1674,609,741,324
22-2-20-0.2-10,500,10,2,20,0.2,10,660,10390,6.6,580,0.0,1.5,176.624621,176.625,3063,1389,1674,6.6,596,0.0,1.5,176.624621,176.625,2895,1321,1574,3.1,81,0.0,0.8,176.624621,176.625,4465,1246,1279,1940,2.8,76,0.0,0.9,176.624621,176.625,4282,1217,1337,1728
22-2-20-0.2-50,500,10,2,20,0.2,50,660,10390,1.0,50,0.0,0.4,164.458763,164.459,2177,945,1232,1.0,23,0.0,0.3,164.458763,164.459,2097,867,1230,1.2,11,0.0,0.1,164.458763,164.459,2713,901,958,854,1.6,11,0.0,0.1,164.458763,164.459,2845,895,992,958
22-2-20-0.2-90,500,10,2,20,0.2,90,660,10390,0.4,6,0.0,0.0,136.836970,136.837,1647,716,931,0.5,8,0.0,0.2,136.836970,136.837,1628,731,897,0.3,0,0.0,0.0,136.836970,136.837,1790,665,739,386,0.4,0,0.0,0.0,136.836970,136.837,1870,661,789,420
23-1-20-0.01-10,500,50,1,20,0.01,10,600,11818,TL,484394,0.0,0.6,376.240401,376.370,4822,1636,3186,TL,406072,0.1,0.5,376.172839,376.392,4787,1514,3273,1684.4,298571,0.0,0.4,376.240401,376.240,9364,1768,2988,4608,2000.8,237765,0.0,0.4,376.240401,376.240,8174,1590,2798,3786
23-1-20-0.01-50,500,50,1,20,0.01,50,600,11818,462.0,62093,0.0,0.6,359.871748,359.872,4899,1449,3450,398.2,48455,0.0,0.5,359.871748,359.872,4788,1371,3417,90.9,4056,0.0,0.4,359.871748,359.872,6570,1436,2220,2914,88.8,5422,0.0,0.4,359.871748,359.872,6240,1413,2179,2648
23-1-20-0.01-90,500,50,1,20,0.01,90,600,11818,11.9,1919,0.0,0.3,308.610756,308.611,3202,817,2385,15.6,3411,0.0,0.3,308.609119,308.609,2812,846,1966,14.0,1628,0.0,0.2,308.610756,308.611,3449,772,1453,1224,5.9,422,0.0,0.2,308.609119,308.609,2999,760,1281,958
23-1-20-0.1-10,500,50,1,20,0.1,10,600,11818,TL,475651,0.0,0.6,363.515914,363.574,5048,1662,3386,2733.8,338676,0.0,0.5,363.515914,363.516,5003,1593,3410,3109.6,388054,0.0,0.4,363.515914,363.516,9523,1693,2770,5060,2866.6,357161,0.0,0.4,363.515914,363.516,8456,1569,2646,4241
23-1-20-0.1-50,500,50,1,20,0.1,50,600,11818,329.0,53257,0.0,0.6,347.568415,347.568,5043,1226,3817,425.9,71098,0.0,0.4,347.568415,347.568,5579,1464,4115,111.8,6403,0.0,0.4,347.568415,347.568,6845,1388,2267,3190,95.7,4128,0.0,0.4,347.568415,347.568,6505,1318,2207,2980
23-1-20-0.1-90,500,50,1,20,0.1,90,600,11818,12.3,2078,0.0,0.2,296.595033,296.595,2945,799,2146,14.3,3552,0.0,0.2,296.595033,296.595,2402,762,1640,8.1,792,0.0,0.1,296.595033,296.595,3197,764,1369,1064,5.0,393,0.0,0.1,296.595033,296.595,3092,725,1411,956
23-1-20-0.2-10,500,50,1,20,0.2,10,600,11818,623.7,96487,0.0,0.5,350.054601,350.055,4529,1497,3032,474.1,52656,0.0,0.4,350.054601,350.055,4586,1526,3060,172.8,4772,0.0,0.3,350.054601,350.055,8797,1615,2222,4960,134.8,4264,0.0,0.3,350.054601,350.055,7835,1499,2244,4092
23-1-20-0.2-50,500,50,1,20,0.2,50,600,11818,419.6,71992,0.0,0.4,334.298849,334.299,4149,1277,2872,450.1,69212,0.0,0.4,334.298849,334.299,4184,1150,3034,80.2,3889,0.0,0.3,334.298849,334.299,6429,1242,1925,3262,83.8,3650,0.0,0.3,334.298849,334.299,6241,1221,1992,3028
23-1-20-0.2-90,500,50,1,20,0.2,90,600,11818,12.4,2120,0.0,0.3,283.544445,283.544,2661,718,1943,12.9,2340,0.0,0.3,283.544445,283.544,2651,689,1962,19.6,2328,0.0,0.2,283.544445,283.544,3048,675,1415,958,13.3,1364,0.0,0.2,283.544445,283.544,3075,679,1360,1036
23-2-20-0.01-10,500,50,2,20,0.01,10,718,11700,1622.5,276159,0.0,0.6,377.840822,377.841,5965,2554,3411,2381.7,305595,0.0,0.6,377.841172,377.841,4666,1487,3179,293.7,15821,0.0,0.4,377.840822,377.841,9389,1880,2249,5260,202.7,8750,0.0,0.4,377.840822,377.841,7253,1595,2056,3602
23-2-20-0.01-50,500,50,2,20,0.01,50,718,11700,1754.2,259530,0.0,0.9,361.729744,361.730,4992,1572,3420,930.7,127379,0.0,0.7,361.729744,361.730,4804,1482,3322,144.7,7761,0.0,0.5,361.729744,361.730,8506,1607,2681,4218,153.4,6933,0.0,0.5,361.729744,361.730,7264,1506,2420,3338
23-2-20-0.01-90,500,50,2,20,0.01,90,718,11700,14.7,2425,0.0,0.3,311.684774,311.685,3148,926,2222,13.0,2565,0.0,0.3,311.684774,311.685,2834,845,1989,9.4,824,0.0,0.2,311.684774,311.685,3190,723,1355,1112,5.0,368,0.0,0.2,311.684774,311.685,3060,713,1475,872
23-2-20-0.1-10,500,50,2,20,0.1,10,718,11700,631.4,80738,0.0,0.5,365.779787,365.780,4552,1565,2987,721.6,79278,0.0,0.4,365.779787,365.780,4334,1481,2853,188.7,7804,0.0,0.3,365.779787,365.780,8887,1664,2189,5034,111.5,3352,0.0,0.3,365.779787,365.780,7141,1453,2086,3602
23-2-20-0.1-50,500,50,2,20,0.1,50,718,11700,2185.1,336473,0.0,0.8,350.039179,350.039,4577,1318,3259,1513.5,190789,0.0,0.7,350.039179,350.039,4609,1252,3357,170.1,8898,0.0,0.5,350.039179,350.039,7917,1432,2217,4268,156.3,8113,0.0,0.5,350.039179,350.039,6963,1390,2135,3438
23-2-20-0.1-90,500,50,2,20,0.1,90,718,11700,8.8,1134,0.0,0.3,300.466646,300.467,2606,753,1853,11.4,1813,0.0,0.2,300.466646,300.467,2532,740,1792,3.2,233,0.0,0.1,300.466646,300.467,2969,754,1279,936,2.0,100,0.0,0.1,300.466646,300.467,2802,718,1258,826
23-2-20-0.2-10,500,50,2,20,0.2,10,718,11700,485.5,70885,0.0,0.5,352.836742,352.837,4296,1620,2676,312.5,33378,0.0,0.4,352.836742,352.837,4220,1407,2813,94.3,2577,0.0,0.2,352.836742,352.837,7843,1483,2073,4287,92.1,3187,0.0,0.2,352.832235,352.832,6906,1432,1850,3624
23-2-20-0.2-50,500,50,2,20,0.2,50,718,11700,453.0,68388,0.0,0.8,337.640677,337.641,5424,1644,3780,882.7,136172,0.0,0.7,337.640223,337.640,4268,1225,3043,99.6,4609,0.0,0.4,337.640677,337.641,8534,1438,2460,4636,141.2,6717,0.0,0.4,337.640677,337.641,7217,1305,2174,3738
23-2-20-0.2-90,500,50,2,20,0.2,90,718,11700,9.2,1132,0.0,0.3,288.243655,288.244,2724,858,1866,12.6,2979,0.0,0.2,288.243655,288.244,2198,668,1530,2.7,148,0.0,0.1,288.243655,288.244,2833,724,1345,764,3.1,216,0.0,0.1,288.243655,288.244,2661,664,1195,802
24-1-20-0.01-10,500,100,1,20,0.01,10,596,11906,TL,207106,0.4,1.1,441.103012,442.969,5296,1988,3308,TL,241329,0.3,0.9,441.330971,442.707,5086,1826,3260,TL,161367,0.3,0.7,441.412644,442.648,13144,2624,2828,7692,TL,206423,0.2,0.6,441.495691,442.493,10043,2056,2913,5074
24-1-20-0.01-50,500,100,1,20,0.01,50,596,11906,TL,324293,0.2,0.9,425.898087,426.806,4779,1767,3012,TL,304353,0.1,0.7,426.029930,426.538,4599,1523,3076,TL,283982,0.1,0.4,426.040841,426.318,8692,1814,2414,4464,896.5,78721,0.0,0.3,426.082222,426.082,7162,1600,2404,3158
24-1-20-0.01-90,500,100,1,20,0.01,90,596,11906,343.6,65788,0.0,0.4,347.579348,347.579,4175,1099,3076,81.5,15043,0.0,0.4,347.579348,347.579,3560,1035,2525,46.0,2834,0.0,0.3,347.579348,347.579,5763,1102,2013,2648,78.9,9550,0.0,0.3,347.579348,347.579,5732,1053,2139,2540
24-1-20-0.1-10,500,100,1,20,0.1,10,596,11906,TL,250446,0.3,1.1,427.327670,428.593,4992,1768,3224,TL,240335,0.2,0.8,427.461607,428.523,4751,1679,3072,TL,228426,0.2,0.6,427.529532,428.495,12001,2044,2705,7252,TL,116568,0.1,0.5,427.665862,428.253,9754,1877,2479,5398
24-1-20-0.1-50,500,100,1,20,0.1,50,596,11906,TL,371214,0.1,0.8,412.289925,412.677,4454,1481,2973,819.3,101044,0.0,0.6,412.400094,412.400,4462,1422,3040,769.8,105127,0.0,0.3,412.400094,412.400,7211,1497,2294,3420,662.0,80115,0.0,0.3,412.400094,412.400,6812,1361,2379,3072
24-1-20-0.1-90,500,100,1,20,0.1,90,596,11906,457.3,103514,0.0,0.4,335.203923,335.204,3845,949,2896,72.1,12970,0.0,0.3,335.203923,335.204,3600,950,2650,90.3,11322,0.0,0.3,335.204000,335.204,5516,1013,2045,2458,85.1,10496,0.0,0.2,335.204000,335.204,5212,972,1920,2320
24-1-20-0.2-10,500,100,1,20,0.2,10,596,11906,TL,264603,0.2,0.9,412.903815,413.819,4678,1654,3024,TL,240203,0.1,0.7,413.193243,413.666,4436,1489,2947,TL,213211,0.1,0.4,413.141222,413.565,10478,1837,2221,6420,TL,147213,0.0,0.3,413.309600,413.340,9366,1680,2238,5448
